LD1,LD2
-1.234282043675286,0.3895298184811879
-1.4799824820650682,-1.3365356921520968
-1.415234828094712,-0.39910498802994576
-1.546782673616864,0.12035587147923088
-1.7656955141727408,-0.5507653079861401
-1.7459955557208522,-1.2770730830253543
-1.7049302082046223,-0.9768852696199251
-1.6615584896647262,-1.1184673702759484
-1.4448396793676825,1.0340273615771503
-2.1520927928230713,2.50731210765465
-1.7446731315160109,-0.7367127888533266
-1.6121680199230883,1.2094136140893244
-2.3216164076638393,1.4364258448062814
-1.9739961378311823,1.7047050873121272
-1.2147076355785071,1.0889639736654337
-1.3177067696860318,1.1823502305865659
-1.4437423857503107,-1.3631796988749925
-1.3884004832209638,-1.157340356810047
-1.6958448851261834,-0.2920958422925054
-1.7229858897464494,0.9206234927590449
-1.308825961199442,-0.17984713836164634
-1.987086638863049,1.2063121452637067
-1.58286519778796,-0.21284895135749254
-2.099949150829473,0.801234202272447
-1.6072540192672116,0.03267606061758578
-1.4858697304700188,0.7320942394600949
-1.6537574055784197,-0.09179964192220808
-2.1319973275334023,1.6077629128004784
-1.7501873001285642,-1.5027655644482663
-1.3420109896799872,0.7945852508386332
-1.4641460261799037,0.2869440711978063
-1.7805982085483831,-0.49921614289299193
-1.7267174355466284,1.989318935655956
-1.798248861189476,0.9453472236352715
-1.7399202335662622,-0.23561161757446453
-1.7001464929021597,-0.3360418531032396
-1.4481213001881073,-0.2304135635018389
-1.5914717717889668,-1.649705727539815
-1.52405527860399,-0.43494008039343074
2.716432898141914,0.20375695497197766
-2.7475669145869874,0.19752849811263273
-1.455200062905967,-0.9665984461489567
-2.055127031851113,1.4804568254478783
-1.5123268635233047,-0.26602883563598934
-1.5872883795775892,-1.2151013131872352
2.1284984606837427,0.5684659671567551
-1.5106430462395732,-0.7908147409950468
-1.3842381567297235,-0.2340871622264585
-1.4695087282868817,-0.06152410703151231
2.700962506223047,0.7448415499146097
-1.5110875185381465,-0.9574453416024828
-1.6897632534546365,0.1988315755818804
2.660396201134351,-0.504437408040847
-1.6822283565259102,-0.6910651053838477
-1.5076239090297723,-0.647446323447326
-1.5983067943280178,-0.8932869931273043
-1.4537322054771165,-0.04892023804582587
3.2241660064336815,-0.26711403190781124
3.070347699686781,-0.7369867073868618
-1.6424400382798272,0.22291550856764422
-1.5848392541906078,-1.1210169942704127
-2.1665448092940207,1.6572669859328075
-1.6469711562434293,-0.983373170327624
-1.4222218858580609,-0.7590949005755651
-1.526586275203074,-0.5725769063559439
-2.1401208131701877,1.2301686581184923
-1.5523099919958845,0.11637799030584987
-1.5664125877809076,0.45533480942070215
-1.5827461667690268,-0.27863541875784703
-1.4372618311930259,-0.25353746780762554
-1.5355511188154718,-0.6099160257795663
-1.3935424863555672,-1.3192314612412206
2.9607724209240605,0.10333271197626534
2.771900462438857,1.0545898121199333
2.739218470503871,-0.9351723772076646
2.538884925857629,1.2783117270243958
2.496676764184186,0.7076283787617654
2.80219485405464,-1.0293153856798893
2.677265982958676,-1.8577346928758809
2.471222425439373,0.5087032889335369
3.120765696602052,0.37898003575481515
2.9510344750127246,1.9945307936993477
2.3266057125913213,0.7054974382775419
2.38848462953535,0.8121776460879498
2.1919978196495524,0.08576326026417108
3.183311325901914,0.5576964307827135
2.433454692329908,-2.0054974009269397
2.3199580336359795,0.13590891708556657
2.2390202047615353,-0.0727349986066982
2.61538723105743,0.9085793023117789
2.6462031499651286,-0.391925252521297
2.0304401483602845,1.9210071644032112
2.9406944590224713,-0.08452215001787429
2.755219921275854,-0.06597752379121408
1.8344574049623488,1.0341835254544327
2.412564346493899,1.27540088629966
2.283751846095316,0.30068472701244475
2.514133083619328,0.039507707627987165
2.621828287666686,0.42106086320453406
2.53950446548044,-1.9277092490761412
2.7474034910486362,-0.899129852919693
2.6177988265720673,-0.17532726056248976
2.0336554429768454,-3.2635142402773862
2.639204616488049,1.5455919806912777
2.5853417873544644,0.46676190751155794
3.087649877035245,-0.06778996855814895
2.4857000009695334,-0.6877446342209406
2.1681439243742795,-1.0781415074278202
