PC1,PC2
0.8328004887370767,-0.05615169163156687
0.8916855637833275,0.052604319866095525
0.9731449851925695,0.1294660458401521
0.9790771591810375,-0.010476585493577405
1.0149981916669517,0.0386062068607884
0.9673399865311568,0.08029978540871252
0.9385946665245267,0.04897417367847392
1.020711789734921,0.11679589988565536
0.8422789888361847,-0.037744498342915975
1.1992292383585883,-0.17491239927835853
0.9784620521821539,0.07129744539236577
0.8631144898523849,-0.0965604900787277
1.2331284199532917,-0.15961333300196653
1.1545356261644757,-0.11845341021395306
0.8247811725704215,-0.11168233375903286
0.7639547483259845,-0.05754389374567094
0.9613106421740867,0.04022494643288562
0.9218605562445432,0.12798903752715657
0.961453824509377,0.02251663277867659
0.92779154691327,-0.0392922052444568
0.9243831452470687,0.03379460495280938
1.1426834046422805,-0.14383300342702104
0.9794872657215521,0.08559780469754659
1.1665366447674448,-0.10496189058973027
1.0020656648534154,0.027911264699694877
0.8616824249786952,-0.04775077101140475
1.0343508919321287,0.047958383816951375
1.1435662656061962,-0.13797233980227883
0.9769243764815402,0.08152199388483869
0.8615106013399652,-0.04867984581195847
0.845793957301433,-0.02003967292036344
1.0090646672621841,0.026225075451467544
0.8602850078549019,-0.16049295322162555
1.1569923421035635,-0.03557080777248075
0.9333020076127229,-0.03946342361837883
1.0176316976807165,0.012692448825053194
0.9466241611490966,0.03270666470359722
0.9641764419685972,0.13410335494575315
0.8906220027801102,0.05351788407190075
-1.7244262557651002,-0.021683020721430114
1.568870335199502,-0.08612497623510358
0.9810642359078858,0.1548636136394456
1.1407811285793323,-0.14315114415662442
0.9228324471237246,0.04832978069892412
0.890885685462888,0.01341225129565262
-1.4070755210860877,-0.0378891532388143
0.9657237453871887,0.0399738449745246
0.8848436093951757,0.03086268435167936
0.9031314182413943,-0.014669108843413367
-1.686036568324946,-0.006222442068006699
0.9391134530944069,0.10218000558995406
0.9647671642208038,-0.02071779577414004
-1.6977842241454624,0.040103430298646714
0.9331878144453079,0.08898772071268506
1.0150750512498794,0.06033971324118031
0.9698173412465246,0.06918832432717928
0.9549994006858603,0.030159452716014085
-1.9057947617481699,-0.01324377538870531
-1.8829777103988092,-0.044002719059066414
0.9820391730234772,0.01155691837498794
0.9577385388336892,0.038591410633662886
1.197367260001402,-0.16428212005409046
0.9223574204057708,0.07064316678242225
0.9614231026747642,0.03821166768030437
0.8980182595623255,0.034142060084907874
1.1736322737664775,-0.1329008589228802
0.9808148986429437,0.031525858356307716
0.877621790846388,-0.024118736684867928
0.933204214646483,0.0033579082767289416
0.9719863852481386,0.08569817417119552
0.9840490633390485,0.04749066508949999
0.9565405072901726,0.02728264990013444
-1.7310830250129776,0.035924692086908655
-1.5706601238938493,-0.09925976376949419
-1.682057640379753,0.10908572361800495
-1.4152206681736386,0.10761537034163023
-1.4108809883070903,-0.10726783309793794
-1.4738456725812534,0.06286488930688439
-1.3728767458669326,0.07053566141435295
-1.3525885554269081,0.006940427688376346
-1.5758692951365718,-0.05261944208755491
-1.5304725341797203,-0.08198382632784142
-1.4674310015362588,-0.13352517264441577
-1.5728889663190417,-0.00348134651116001
-1.4900263064280843,-0.003620509479691371
-1.4944000163362505,-0.0974313735242494
-1.2992445573381135,0.21948862903846889
-1.3168644198721682,-0.10328739214141719
-1.50220429845484,0.15802662130798298
-1.4912633618500573,0.08256785458069085
-1.4932217491495268,-0.050595782529052155
-1.4633414483640343,-0.1829756775913596
-1.6096979064261616,-0.0015824264967322227
-1.7354530920594449,-0.015042864272195526
-1.513359279413194,-0.16618448220867055
-1.5770864281087682,-0.05249849165552575
-1.5917860029189683,0.0761417961554631
-1.6284038686968028,-0.052863581091278145
-1.417889305511428,-0.046726224108842154
-1.4424957839787422,0.3047618147141608
-1.5204276655517306,0.031354267115387066
-1.5411292683874096,-0.03314193297777326
-1.3820916754637598,-0.06173396367117817
-1.318286608247355,-0.10181732037836393
-1.4597208196406022,-0.04591064801329996
-1.8333413675834997,0.03611574026469611
-1.5867716188374759,0.09187333138435234
-1.6313457203398973,0.07874936075667055
